Date,Close
2015-01-01,151.49342830602245
2015-01-02,151.7168997036801
2015-01-05,153.5122767798815
2015-01-06,157.05833649269752
2015-01-07,157.09002974325085
2015-01-08,157.1217558293525
2015-01-09,160.7801814603673
2015-01-12,162.8150509186731
2015-01-13,162.3761021468032
2015-01-14,163.96122223397512
2015-01-15,163.5343868483502
2015-01-16,163.1029273412097
2015-01-19,164.08685188434174
2015-01-20,160.76029139502617
2015-01-21,157.8104557300001
2015-01-22,157.18588067151813
2015-01-23,155.6602184308493
2015-01-26,156.78871309603986
2015-01-27,155.47266494499743
2015-01-28,153.14805754232685
2015-01-29,156.57935508016996
2015-01-30,156.62780247919687
2015-02-02,157.26285888857274
2015-02-03,154.9133625161458
2015-02-04,154.32459706709545
2015-02-05,155.04644224651517
2015-02-06,153.24445509167057
2015-02-09,154.49585112836192
2015-02-10,153.7945737485243
2015-02-11,153.71118624893776
2015-02-12,153.00777302447895
2015-02-13,157.21232939349684
2015-02-16,157.68533494402098
2015-02-17,156.06991308610918
2015-02-18,158.21500291031555
2015-02-19,156.27331561037352
2015-02-20,157.191042800383
2015-02-23,153.77170255262345
2015-02-24,151.6153304548266
2015-02-25,152.50905292656483
2015-02-26,154.48598608655567
2015-02-27,155.3287226489356
2015-03-02,155.59742608415914
2015-03-03,155.49521869298056
2015-03-04,153.0381747122457
2015-03-05,152.09848629545627
2015-03-06,151.67720875353672
2015-03-09,154.29145320597453
2015-03-10,155.47868978511147
2015-03-11,152.45260947438598
2015-03-12,153.6007774131756
2015-03-13,153.33061285234294
2015-03-16,152.47676885173104
2015-03-17,154.20012142941277
2015-03-18,156.76212047440467
2015-03-19,159.12468071263706
2015-03-20,157.9462456661918
2015-03-23,157.82782091448937
2015-03-24,158.99034777729648
2015-03-25,161.4414380315412
2015-03-26,160.98308955585063
2015-03-27,161.111771602523
2015-03-30,159.39910165451093
2015-03-31,157.50668840634958
2015-04-01,159.631740051138
2015-04-02,162.84422010827964
2015-04-03,163.20019986511898
2015-04-06,165.707265660903
2015-04-07,166.9305377109983
2015-04-08,166.14029820178803
2015-04-09,167.36308941280487
2015-04-10,170.9391625457368
2015-04-13,171.3675104675169
2015-04-14,174.9967977791449
2015-04-15,170.25730757096542
2015-04-16,172.40111257971586
2015-04-17,173.0752067161922
2015-04-20,172.97719201526047
2015-04-21,173.6607135683315
2015-04-22,170.1855757391297
2015-04-23,170.24623196345468
2015-04-24,171.46045710647817
2015-04-27,174.9162451959612
2015-04-28,174.3797047594139
2015-04-29,173.2627175536275
2015-04-30,172.75920346645844
2015-05-01,175.0900077018626
2015-05-04,176.24750992118197
2015-05-05,175.6879895136479
2015-05-06,177.2145243798746
2015-05-07,177.9086794785707
2015-05-08,180.34596945963645
2015-05-11,179.44186327188174
2015-05-12,179.28653897868622
2015-05-13,179.0023226724219
2015-05-14,176.57529277615765
2015-05-15,177.66753333028683
2015-05-18,178.6896438746466
2015-05-19,179.19987078793153
2015-05-20,179.23069652118122
2015-05-21,176.8999550370804
2015-05-22,176.55866439154968
2015-05-25,176.37323535849615
2015-05-26,175.2686808200529
2015-05-27,175.44610939672089
2015-05-28,176.75421111034996
2015-05-29,181.026582912771
2015-06-01,181.8757385384347
2015-06-02,182.89083931988023
2015-06-03,183.24194748834788
2015-06-04,179.9044050577498
2015-06-05,180.35137730685136
2015-06-08,180.97183772673344
2015-06-09,186.398321951704
2015-06-10,186.51360002214176
2015-06-11,187.61669470680897
2015-06-12,188.0472711673985
2015-06-15,186.20991509215943
2015-06-16,188.99556072118946
2015-06-17,190.99942678656302
2015-06-18,193.0814906806491
2015-06-19,191.76271577105962
2015-06-22,195.06830439293182
2015-06-23,192.76460226734727
2015-06-24,194.4383164549478
2015-06-25,199.31922770656774
2015-06-26,197.8381550563064
2015-06-29,197.20555959710083
2015-06-30,197.90486232727613
2015-07-01,197.39791101904373
2015-07-02,194.79658415691145
2015-07-03,195.4337101065235
2015-07-06,193.80910267907132
2015-07-07,195.25628754034167
2015-07-08,193.91743907187407
2015-07-09,197.51730788190915
2015-07-10,196.45080129723667
2015-07-13,196.3066782648253
2015-07-14,198.43371269956464
2015-07-15,196.47198406669673
2015-07-16,197.426903935905
2015-07-17,200.54118944446986
2015-07-20,197.8262229753474
2015-07-21,198.69549069241202
2015-07-22,199.71525628090887
2015-07-23,201.7789020244635
2015-07-24,199.8050006027073
2015-07-27,197.66408737653876
2015-07-28,199.2079705077726
2015-07-29,200.30193985423895
2015-07-30,201.3029255549307
2015-07-31,202.49582197392465
2015-08-03,201.63577253076767
2015-08-04,202.60027992508967
2015-08-05,203.68642487168705
2015-08-06,202.7577220356343
2015-08-07,206.98927105792382
2015-08-10,208.4369368997474
2015-08-11,206.5543299053421
2015-08-12,208.36743712260974
2015-08-13,206.9180737821551
2015-08-14,208.99224298964
2015-08-17,211.80943414765483
2015-08-18,210.6680695109514
2015-08-19,213.09482176944005
2015-08-20,214.42038362331303
2015-08-21,216.56450394330201
2015-08-24,220.8580899086099
2015-08-25,220.86731367660417
2015-08-26,219.8598413478892
2015-08-27,218.58081248863814
2015-08-28,217.44919191870727
2015-08-31,217.79498849987908
2015-09-01,218.97729244951236
2015-09-02,220.0306740481724
2015-09-03,222.18504054624447
2015-09-04,222.71104433000028
2015-09-07,226.1181124843149
2015-09-08,226.08879881783898
2015-09-09,232.02913715101823
2015-09-10,233.78047184654824
2015-09-11,232.56615673371567
2015-09-14,230.92437173759345
2015-09-15,232.38931656807983
2015-09-16,232.4423909974281
2015-09-17,234.3703919856123
2015-09-18,235.8168672347594
2015-09-21,236.17120940944562
2015-09-22,234.97762197330883
2015-09-23,232.4479275239371
2015-09-24,232.05489761980306
2015-09-25,234.26769520845
2015-09-28,235.1958826967104
2015-09-29,233.20440513928645
2015-09-30,234.0507669909888
2015-10-01,235.32140175044648
2015-10-02,234.05368687804423
2015-10-05,234.86113708993526
2015-10-06,235.47755452682725
2015-10-07,233.69161393116602
2015-10-08,234.90718865186258
2015-10-09,236.52875770459906
2015-10-12,239.1948601909496
2015-10-13,241.80246429501943
2015-10-14,239.54712555910524
2015-10-15,238.171475479275
2015-10-16,239.7015460136923
2015-10-19,241.22911791551672
2015-10-20,242.75921328812882
2015-10-21,250.96467626943826
2015-10-22,252.6064572908246
2015-10-23,255.3775885711858
2015-10-26,257.7855920981722
2015-10-27,259.5883746007838
2015-10-28,259.45783611150307
2015-10-29,261.4757745524896
2015-10-30,260.4301241234145
2015-11-02,260.4564869099345
2015-11-03,259.98575981427626
2015-11-04,260.6495080930489
2015-11-05,265.77882522639595
2015-11-06,262.54429484121243
2015-11-09,264.4168152219615
2015-11-10,261.69138347958216
2015-11-11,261.2475197480033
2015-11-12,263.925420941938
2015-11-13,264.5539809801289
2015-11-16,262.89849142427033
2015-11-17,261.9678840057504
2015-11-18,263.82707950361976
2015-11-19,262.86634624018546
2015-11-20,263.7992634193494
2015-11-23,264.3904070991571
2015-11-24,263.5872064039454
2015-11-25,268.3750945825961
2015-11-26,270.1429326272321
2015-11-27,266.59264745391687
2015-11-30,267.46555608345574
2015-12-01,266.64198315391894
2015-12-02,268.84684982351143
2015-12-03,267.76180834664603
2015-12-04,268.03233546371223
2015-12-07,269.54231002167313
2015-12-08,271.7738204100134
2015-12-09,269.8732275959018
2015-12-10,269.70422512421993
2015-12-11,269.25433450189803
2015-12-14,268.4476760367506
2015-12-15,272.4785845173128
2015-12-16,273.7885479392347
2015-12-17,271.76678003056463
2015-12-18,274.1025039246741
2015-12-21,278.84681631869944
2015-12-22,281.4117468398017
2015-12-23,278.8730069078937
2015-12-24,278.40453876216117
2015-12-25,281.4383610605344
2015-12-28,280.52302212929686
2015-12-29,281.9106609855893
2015-12-30,283.95992909244796
2015-12-31,282.6060681492918
2016-01-01,282.9870174371682
2016-01-04,277.0044827570301
2016-01-05,275.4557074743615
2016-01-06,275.4505711715752
2016-01-07,273.4550048076455
2016-01-08,277.21982741550875
2016-01-11,274.85954465958747
2016-01-12,274.4794556861935
2016-01-13,275.2409368407657
2016-01-14,278.6234834188979
2016-01-15,276.251759116539
2016-01-18,279.0780866208489
2016-01-19,279.59855274288816
2016-01-20,278.13553544079224
2016-01-21,279.5597423893188
2016-01-22,280.4578617804657
2016-01-25,279.7574280261481
2016-01-26,280.3970321961282
2016-01-27,280.1264050024046
2016-01-28,280.85343969290716
2016-01-29,282.67770104194926
2016-02-01,286.3497346742399
2016-02-02,284.37410367658623
2016-02-03,289.14017042589876
2016-02-04,285.73599482685376
2016-02-05,285.93242463678257
2016-02-08,287.60905904975175
2016-02-09,288.67104278522186
2016-02-10,287.9256437455806
2016-02-11,288.0093992448661
2016-02-12,287.52339737554837
2016-02-15,286.84466786166
2016-02-16,289.043872055702
2016-02-17,290.2579030276321
2016-02-18,289.37208383711084
2016-02-19,291.6712835879773
2016-02-22,292.7858826297305
2016-02-23,294.91160686740847
2016-02-24,296.6708645512557
2016-02-25,295.51287452941153
2016-02-26,294.89251244901766
2016-02-29,296.88709965926415
2016-03-01,298.60784019013107
2016-03-02,299.06603700220273
2016-03-03,299.80069176882034
2016-03-04,302.85602156039715
2016-03-07,302.1728787827255
2016-03-08,303.76707354506556
2016-03-09,303.86268824019777
2016-03-10,303.92732583374334
2016-03-11,306.62487953771773
2016-03-14,308.7757122356938
2016-03-15,310.9027315076951
2016-03-16,314.0136891220037
2016-03-17,314.55569680526924
2016-03-18,316.4196027478592
2016-03-21,316.2990692346723
2016-03-22,317.4474019396492
2016-03-23,317.68711583091385
2016-03-24,318.3811077608992
2016-03-25,320.0714218117731
2016-03-28,318.9349804453061
2016-03-29,323.61975499667705
2016-03-30,322.10772023367764
2016-03-31,320.17934300810214
2016-04-01,322.9955647551023
2016-04-04,325.07889014302816
2016-04-05,326.8271297771325
2016-04-06,328.58382079566104
2016-04-07,329.0593272499672
2016-04-08,327.76481850699554
2016-04-11,328.416427623383
2016-04-12,327.5621042003588
2016-04-13,330.0123436671943
2016-04-14,330.21822890419
2016-04-15,329.067234510605
2016-04-18,328.924462827299
2016-04-19,330.25032573585025
2016-04-20,329.62287663024233
2016-04-21,328.47843583910947
2016-04-22,329.46581026209327
2016-04-25,330.45574340431074
2016-04-26,329.94185705356847
2016-04-27,329.4997804423318
2016-04-28,330.463880317047
2016-04-29,328.06771163405244
2016-05-02,325.7527840852993
2016-05-03,324.81589564279443
2016-05-04,324.88900133937074
2016-05-05,326.01081647056674
2016-05-06,329.4615289044658
2016-05-09,331.6768481508699
2016-05-10,331.85697109094303
2016-05-11,332.31893867513764
2016-05-12,330.813879945862
2016-05-13,331.2768536738772
2016-05-16,331.19953639603693
2016-05-17,332.34497351671314
2016-05-18,331.1905116296085
2016-05-19,332.72920465809085
2016-05-20,336.29468248409603
2016-05-23,336.5771621871823
2016-05-24,337.8805856313802
2016-05-25,339.7608736148024
2016-05-26,339.4584326710307
2016-05-27,340.4066176346515
2016-05-30,340.93180243621515
2016-05-31,341.6271546333128
2016-06-01,340.58113506560187
2016-06-02,341.13015541411977
2016-06-03,342.6261519966107
2016-06-06,346.02843921220074
2016-06-07,348.4469808643712
2016-06-08,353.2533457793943
2016-06-09,352.21865065361817
2016-06-10,354.4632919270596
2016-06-13,355.3299759385362
2016-06-14,360.2095818049716
2016-06-15,359.0929852342613
2016-06-16,357.9135415498997
2016-06-17,357.21475625901166
2016-06-20,353.4669648103921
2016-06-21,352.91545476703055
2016-06-22,351.89718944392314
2016-06-23,352.6979770168756
2016-06-24,353.8814889684299
2016-06-27,358.13383064686167
2016-06-28,360.5346783232338
2016-06-29,359.880871011909
2016-06-30,358.58404166921224
2016-07-01,360.06788001222526
2016-07-04,357.927413598184
2016-07-05,362.09033112989266
2016-07-06,364.94921137133525
2016-07-07,364.5108600671258
2016-07-08,361.5845910089441
2016-07-11,364.79233575727494
2016-07-12,365.06325606676967
2016-07-13,368.0388886907166
2016-07-14,365.35003337312787
2016-07-15,364.6512833272203
2016-07-18,365.16177072665664
2016-07-19,365.75573191418613
2016-07-20,365.35560097122766
2016-07-21,367.10130083592264
2016-07-22,365.46605997715744
2016-07-25,365.6813010071148
2016-07-26,366.4218922705386
2016-07-27,367.9507699386561
2016-07-28,369.8739996948339
2016-07-29,368.1247155111582
2016-08-01,365.55648716968693
2016-08-02,368.6118408134839
2016-08-03,369.77646883744313
2016-08-04,368.77949576433
2016-08-05,372.3817997153751
2016-08-08,373.1131489839608
2016-08-09,375.9717433520884
2016-08-10,376.60678031490863
2016-08-11,381.22827616467265
2016-08-12,385.23895784955903
2016-08-15,385.24102955260093
2016-08-16,387.6841714545096
2016-08-17,389.4749233536799
2016-08-18,392.7121864687446
2016-08-19,391.2823395475844
2016-08-22,393.15444246758125
2016-08-23,395.7712914412805
2016-08-24,392.75381246843426
2016-08-25,390.8872954431027
2016-08-26,387.30883108758246
2016-08-29,387.2700174186934
2016-08-30,389.2051019302853
2016-08-31,392.7098160344774
2016-09-01,393.3580055953169
2016-09-02,397.1152366864595
2016-09-05,394.8550337700297
2016-09-06,391.9482688913194
2016-09-07,392.33717349352617
2016-09-08,393.6053043914048
2016-09-09,394.0399148952166
2016-09-12,390.4050306951369
2016-09-13,390.7267906161113
2016-09-14,388.6178516151016
2016-09-15,390.45719671276163
2016-09-16,391.69039320495534
2016-09-19,390.31063363230066
2016-09-20,389.78289979762724
2016-09-21,388.16447275384934
2016-09-22,388.539114559303
2016-09-23,390.9493992003055
2016-09-26,389.47794710763435
2016-09-27,390.9860401386701
2016-09-28,390.4255249019252
2016-09-29,389.3397792374005
2016-09-30,389.62571851749135
2016-10-03,388.0552338726526
2016-10-04,387.44793526195826
2016-10-05,385.55217947678057
2016-10-06,389.98162974261334
2016-10-07,390.5521568465567
2016-10-10,389.65270583057156
2016-10-11,390.58066565204
2016-10-12,390.8560095526584
2016-10-13,390.9140703535919
2016-10-14,392.64240375367876
2016-10-17,394.6574191737734
2016-10-18,394.09641687855236
2016-10-19,393.444780397263
2016-10-20,393.3946770029597
2016-10-21,389.2908346734886
2016-10-24,386.76045254909144
2016-10-25,389.9942010839805
2016-10-26,393.7841365109831
2016-10-27,393.78606443187033
2016-10-28,395.43917835798186
2016-10-31,396.5616786670689
2016-11-01,403.2194402839794
2016-11-02,405.95859010684853
2016-11-03,406.202754923887
2016-11-04,404.79167404268617
2016-11-07,402.078781402171
2016-11-08,402.9857086739055
2016-11-09,401.97300718333685
2016-11-10,399.6284997641415
2016-11-11,398.8353539956564
2016-11-14,397.17225798842765
2016-11-15,401.0465412585728
2016-11-16,403.30982077247165
2016-11-17,403.79387548983846
2016-11-18,407.2537637676185
2016-11-21,407.90850038291376
2016-11-22,406.68593198025724
2016-11-23,410.2321801347966
2016-11-24,411.8100002221659
2016-11-25,410.235507913513
2016-11-28,410.3548305573458
2016-11-29,409.1035940505763
2016-11-30,406.83799458864763
2016-12-01,409.1903496837109
2016-12-02,413.5091829646512
2016-12-05,411.2120478170129
2016-12-06,412.83798629039404
2016-12-07,412.0367011521504
2016-12-08,411.562450384621
2016-12-09,410.87766253614325
2016-12-12,409.6496809967836
2016-12-13,410.2467242526733
2016-12-14,409.0848240198512
2016-12-15,410.1257376714109
2016-12-16,410.5252614525126
2016-12-19,410.5473653587798
2016-12-20,409.2322380346966
2016-12-21,408.5786953735599
2016-12-22,410.5894778252114
2016-12-23,412.09131220046015
2016-12-26,410.6362017108631
2016-12-27,411.3348663217215
2016-12-28,413.3376405684651
2016-12-29,410.4988300062223
2016-12-30,412.0855503909822
2017-01-02,411.2603028730905
2017-01-03,412.9015002102768
2017-01-04,411.8749818971918
2017-01-05,408.76521769586276
2017-01-06,406.01013282009643
2017-01-09,406.6063027134192
2017-01-10,407.6257477168622
2017-01-11,406.3171144666534
